flow,pkts,bytes,dur,pps,mean_size,std_size,min_iat,mean_iat,syn,ack,fin,rst,syn_frac,bidir,proto,dport,label
"('4', '10.152.60.92', 27479, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 43974, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 49059, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 28511, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 15307, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 5231, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 43393, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 29598, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 50150, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 59656, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 42415, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 45206, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 24625, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 35844, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 26270, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 47703, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 9461, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 40775, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 22592, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 16616, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 63402, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 1739, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 4374, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 13878, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 16165, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 33248, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 624, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 25991, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 45161, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 42969, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 21807, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 53641, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 19024, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 1850, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 61322, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 62414, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 57472, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 7853, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 11253, '163.118.113.58', 9999, 'UDP')",2,148,0.6833100318908691,2.9269290756138324,74.0,0.0,0.6833100318908691,0.6833100318908691,0,0,0,0,0.0,0,UDP,163.118.113.58,Normal
"('4', '10.152.60.92', 21736, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 51148, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 55087, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 51775, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 38778, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 62678, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 20301, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 24143, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 20634, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 59427, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 21198, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 39878, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 11271, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 44814, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 48571, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 21124, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 58281, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 28609, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 35907, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 10348, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 14484, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 33183, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 25486, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 45670, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 11446, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 37542, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 36902, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 16360, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 31201, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 19650, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 58591, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 30619, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 57450, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 21916, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 42360, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 5067, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 16964, '163.118.113.58', 9999, 'UDP')",2,148,0.9731118679046631,2.0552621604610235,74.0,0.0,0.9731118679046631,0.9731118679046631,0,0,0,0,0.0,0,UDP,163.118.113.58,Normal
"('4', '10.152.60.92', 44238, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 31657, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 25653, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 51592, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 20931, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 59823, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 45594, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 6140, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 59235, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 2060, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 1576, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 52618, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 10866, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 16757, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 53671, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 8607, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 22962, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 51854, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 4613, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 9603, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 28103, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 37306, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 852, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 29386, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 2033, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 43351, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 47214, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 10044, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 4064, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 38161, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 61313, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 53948, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 12948, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 11664, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 41853, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 62959, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 9190, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 17187, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 56121, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 63118, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 31933, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 22749, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 60174, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 18574, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 12158, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 22373, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 39321, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 25492, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 3982, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 15610, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 48496, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 53457, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 11143, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 62707, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 41780, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 23158, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 12463, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 2, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
"('4', '10.152.60.92', 9318, '163.118.113.58', 9999, 'UDP')",1,74,1e-09,999999999.9999999,74.0,0.0,1e-09,1e-09,0,0,0,0,0.0,0,UDP,163.118.113.58,Malicious
